0.00	15.8	-0.3	-64.3	-1.1	-0.7	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-9.8	0.0	0.0	0.0	0.0
0.10	15.8	-0.3	-64.3	-1.1	-0.7	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9	0.0	0.0	0.0	0.0
0.20	16.4	-1.4	-63.1	-1.3	-0.6	51.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9	0.0	0.0	0.0	0.0
0.30	16.4	-1.4	-63.1	-1.3	-0.6	51.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.5	0.0	0.0	0.0	0.0
0.40	15.7	-0.1	-63.7	-1.3	-0.6	51.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.5	0.0	0.0	0.0	0.0
0.50	15.7	-0.1	-63.7	-1.3	-0.6	51.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7	0.0	0.0	0.0	0.0
0.60	15.6	1.1	-65.3	-1.2	-0.7	51.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7	0.0	0.0	0.0	0.0
0.70	15.6	1.1	-65.3	-1.2	-0.7	51.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-9.0	0.0	0.0	0.0	0.0
0.80	15.5	0.4	-65.3	-1.7	-0.8	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-9.0	0.0	0.0	0.0	0.0
0.90	15.5	0.4	-65.3	-1.7	-0.8	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.4	0.0	0.0	0.0	0.0
1.00	15.8	-1.2	-63.5	-1.8	-1.2	51.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.4	0.0	0.0	0.0	0.0
1.10	15.8	-1.2	-63.5	-1.8	-1.2	51.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.7	0.0	0.0	0.0	0.0
1.20	15.7	-0.4	-64.4	-1.7	-0.7	51.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.7	0.0	0.0	0.0	0.0
1.30	15.7	-0.4	-64.4	-1.7	-0.7	51.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9	0.0	0.0	0.0	0.0
1.40	15.4	0.9	-65.9	-1.2	-0.9	51.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9	0.0	0.0	0.0	0.0
1.50	15.4	0.9	-65.9	-1.2	-0.9	51.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.9	0.0	0.0	0.0	0.0
1.60	15.6	1.0	-65.3	-1.5	-0.3	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.9	0.0	0.0	0.0	0.0
1.70	15.6	1.0	-65.3	-1.5	-0.3	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-8.3	0.0	0.0	0.0	0.0
1.80	15.6	-1.0	-64.3	-2.0	-1.2	51.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-8.3	0.0	0.0	0.0	0.0
1.90	15.6	-1.0	-64.3	-2.0	-1.2	51.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.5	0.0	0.0	0.0	0.0
2.00	15.3	-1.1	-64.2	-2.3	-0.7	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.5	0.0	0.0	0.0	0.0
2.10	15.3	-1.1	-64.2	-2.3	-0.7	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.7	0.0	0.0	0.0	0.0
2.20	15.0	0.6	-65.2	-1.4	-0.9	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.7	0.0	0.0	0.0	0.0
2.30	15.0	0.6	-65.2	-1.4	-0.9	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-6.0	0.0	0.0	0.0	0.0
2.40	15.2	1.4	-66.1	-1.4	-0.3	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-6.0	0.0	0.0	0.0	0.0
2.50	15.2	1.4	-66.1	-1.4	-0.3	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-10.4	0.0	0.0	0.0	0.0
2.60	15.9	-0.0	-65.2	-1.5	-0.7	51.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-10.4	0.0	0.0	0.0	0.0
2.70	15.9	-0.0	-65.2	-1.5	-0.7	51.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0
2.80	16.0	-1.5	-63.5	-1.8	0.1	51.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0
2.90	16.0	-1.5	-63.5	-1.8	0.1	51.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
3.00	15.4	-0.4	-64.5	-1.2	-0.3	51.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
3.10	15.4	-0.4	-64.5	-1.2	-0.3	51.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5	0.0	0.0	0.0	0.0
3.20	15.6	1.1	-65.7	-1.2	0.2	51.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5	0.0	0.0	0.0	0.0
3.30	15.6	1.1	-65.7	-1.2	0.2	51.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-8.8	0.0	0.0	0.0	0.0
3.40	15.7	0.7	-65.8	-1.5	-0.8	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-8.8	0.0	0.0	0.0	0.0
3.50	15.7	0.7	-65.8	-1.5	-0.8	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-6.7	0.0	0.0	0.0	0.0
3.60	15.4	-1.2	-64.5	-2.4	-0.7	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-6.7	0.0	0.0	0.0	0.0
3.70	15.4	-1.2	-64.5	-2.4	-0.7	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.3	0.0	0.0	0.0	0.0
3.80	14.8	-0.9	-64.4	-2.0	-1.2	51.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.3	0.0	0.0	0.0	0.0
3.90	14.8	-0.9	-64.4	-2.0	-1.2	51.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.8	0.0	0.0	0.0	0.0
4.00	15.4	0.8	-65.7	-1.9	-0.4	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.8	0.0	0.0	0.0	0.0
4.10	15.4	0.8	-65.7	-1.9	-0.4	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-6.9	0.0	0.0	0.0	0.0
4.20	15.9	1.3	-66.3	-1.7	-0.6	51.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-6.9	0.0	0.0	0.0	0.0
4.30	15.9	1.3	-66.3	-1.7	-0.6	51.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-10.4	0.0	0.0	0.0	0.0
4.40	15.5	-0.4	-64.5	-2.5	-0.7	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-10.4	0.0	0.0	0.0	0.0
4.50	15.5	-0.4	-64.5	-2.5	-0.7	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6	0.0	0.0	0.0	0.0
4.60	15.1	-1.3	-63.6	-2.0	-0.8	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6	0.0	0.0	0.0	0.0
4.70	15.1	-1.3	-63.6	-2.0	-0.8	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.1	0.0	0.0	0.0	0.0
4.80	15.4	0.0	-65.0	-1.7	-0.5	51.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.1	0.0	0.0	0.0	0.0
4.90	15.4	0.0	-65.0	-1.7	-0.5	51.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.5	0.0	0.0	0.0	0.0
5.00	16.2	1.3	-65.7	-1.5	-0.6	51.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.5	0.0	0.0	0.0	0.0
5.10	16.2	1.3	-65.7	-1.5	-0.6	51.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-9.8	0.0	0.0	0.0	0.0
5.20	16.2	0.6	-65.0	-1.5	-0.2	51.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-9.8	0.0	0.0	0.0	0.0
5.30	16.2	0.6	-65.0	-1.5	-0.2	51.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-5.7	0.0	0.0	0.0	0.0
5.40	15.6	-1.4	-63.1	-1.7	-0.4	51.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-5.7	0.0	0.0	0.0	0.0
5.50	15.6	-1.4	-63.1	-1.7	-0.4	51.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.7	0.0	0.0	0.0	0.0
5.60	15.7	-0.9	-63.2	-1.5	-0.1	51.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.7	0.0	0.0	0.0	0.0
5.70	15.7	-0.9	-63.2	-1.5	-0.1	51.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0
5.80	16.0	0.8	-65.5	-1.7	-0.5	51.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0
5.90	16.0	0.8	-65.5	-1.7	-0.5	51.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.1	0.0	0.0	0.0	0.0
6.00	15.9	1.2	-65.6	-1.9	-0.3	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.1	0.0	0.0	0.0	0.0
6.10	15.9	1.2	-65.6	-1.9	-0.3	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-9.8	0.0	0.0	0.0	0.0
6.20	15.0	-0.6	-64.2	-2.6	-0.9	51.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-9.8	0.0	0.0	0.0	0.0
6.30	15.0	-0.6	-64.2	-2.6	-0.9	51.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.7	0.0	0.0	0.0	0.0
6.40	15.0	-1.3	-63.8	-1.9	-1.0	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.7	0.0	0.0	0.0	0.0
6.50	15.0	-1.3	-63.8	-1.9	-1.0	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.9	0.0	0.0	0.0	0.0
6.60	15.4	0.1	-65.4	-2.3	-1.2	51.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.9	0.0	0.0	0.0	0.0
6.70	15.4	0.1	-65.4	-2.3	-1.2	51.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.2	0.0	0.0	0.0	0.0
6.80	15.5	1.4	-66.4	-2.0	-1.1	51.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.2	0.0	0.0	0.0	0.0
6.90	15.5	1.4	-66.4	-2.0	-1.1	51.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-11.0	0.0	0.0	0.0	0.0
7.00	15.2	0.5	-65.5	-2.5	-1.1	51.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-11.0	0.0	0.0	0.0	0.0
7.10	15.2	0.5	-65.5	-2.5	-1.1	51.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-5.2	0.0	0.0	0.0	0.0
7.20	14.8	-1.5	-63.8	-1.9	-1.5	51.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-5.2	0.0	0.0	0.0	0.0
7.30	14.8	-1.5	-63.8	-1.9	-1.5	51.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
7.40	15.6	-0.7	-64.3	-1.7	-1.2	51.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
7.50	15.6	-0.7	-64.3	-1.7	-1.2	51.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.6	0.0	0.0	0.0	0.0
7.60	15.9	0.9	-65.8	-1.6	-1.2	51.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.6	0.0	0.0	0.0	0.0
7.70	15.9	0.9	-65.8	-1.6	-1.2	51.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.7	0.0	0.0	0.0	0.0
7.80	15.6	1.2	-65.7	-2.0	-0.5	51.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.7	0.0	0.0	0.0	0.0
7.90	15.6	1.2	-65.7	-2.0	-0.5	51.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-9.8	0.0	0.0	0.0	0.0
8.00	15.0	-1.0	-64.3	-1.7	-1.3	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-9.8	0.0	0.0	0.0	0.0
8.10	15.0	-1.0	-64.3	-1.7	-1.3	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0
8.20	15.4	-1.2	-63.5	-1.4	-0.6	51.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0
8.30	15.4	-1.2	-63.5	-1.4	-0.6	51.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.7	0.0	0.0	0.0	0.0
8.40	15.7	0.3	-64.5	-1.3	-0.9	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.7	0.0	0.0	0.0	0.0
8.50	15.7	0.3	-64.5	-1.3	-0.9	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.9	0.0	0.0	0.0	0.0
8.60	15.2	1.4	-66.2	-2.1	-0.7	51.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.9	0.0	0.0	0.0	0.0
8.70	15.2	1.4	-66.2	-2.1	-0.7	51.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-10.5	0.0	0.0	0.0	0.0
8.80	14.7	0.3	-65.4	-2.2	-1.1	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-10.5	0.0	0.0	0.0	0.0
8.90	14.7	0.3	-65.4	-2.2	-1.1	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.3	0.0	0.0	0.0	0.0
9.00	15.4	-1.2	-63.2	-1.4	-0.6	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.3	0.0	0.0	0.0	0.0
9.10	15.4	-1.2	-63.2	-1.4	-0.6	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.3	0.0	0.0	0.0	0.0
9.20	16.0	-0.7	-63.7	-1.7	-0.7	51.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.3	0.0	0.0	0.0	0.0
9.30	16.0	-0.7	-63.7	-1.7	-0.7	51.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5	0.0	0.0	0.0	0.0
9.40	16.0	0.9	-65.3	-1.5	-0.0	51.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5	0.0	0.0	0.0	0.0
9.50	16.0	0.9	-65.3	-1.5	-0.0	51.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.5	0.0	0.0	0.0	0.0
9.60	15.4	1.2	-65.4	-1.8	-0.3	51.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.5	0.0	0.0	0.0	0.0
9.70	15.4	1.2	-65.4	-1.8	-0.3	51.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-9.2	0.0	0.0	0.0	0.0
9.80	15.7	-0.8	-64.0	-1.1	0.1	51.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-9.2	0.0	0.0	0.0	0.0
9.90	15.7	-0.8	-64.0	-1.1	0.1	51.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.9	0.0	0.0	0.0	0.0
10.00	16.3	-1.2	-63.1	-1.3	-0.4	51.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.9	0.0	0.0	0.0	0.0
10.10	16.3	-1.2	-63.1	-1.3	-0.4	51.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.8	0.0	0.0	0.0	0.0
10.20	15.3	-0.2	-64.7	-1.7	-0.6	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.8	0.0	0.0	0.0	0.0
10.30	15.3	-0.2	-64.7	-1.7	-0.6	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7	0.0	0.0	0.0	0.0
10.40	15.1	1.5	-66.4	-2.1	-0.9	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7	0.0	0.0	0.0	0.0
10.50	15.1	1.5	-66.4	-2.1	-0.9	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-11.2	0.0	0.0	0.0	0.0
10.60	15.2	0.6	-65.6	-1.6	-0.7	51.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-11.2	0.0	0.0	0.0	0.0
10.70	15.2	0.6	-65.6	-1.6	-0.7	51.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-6.0	0.0	0.0	0.0	0.0
10.80	15.7	-1.0	-63.9	-1.8	-0.9	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-6.0	0.0	0.0	0.0	0.0
10.90	15.7	-1.0	-63.9	-1.8	-0.9	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.6	0.0	0.0	0.0	0.0
11.00	15.5	-1.0	-63.7	-1.5	-0.3	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.6	0.0	0.0	0.0	0.0
11.10	15.5	-1.0	-63.7	-1.5	-0.3	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.2	0.0	0.0	0.0	0.0
11.20	15.4	0.7	-64.9	-2.0	-0.6	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.2	0.0	0.0	0.0	0.0
11.30	15.4	0.7	-64.9	-2.0	-0.6	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-6.8	0.0	0.0	0.0	0.0
11.40	15.3	1.0	-66.0	-1.8	-0.8	51.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-6.8	0.0	0.0	0.0	0.0
11.50	15.3	1.0	-66.0	-1.8	-0.8	51.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-8.6	0.0	0.0	0.0	0.0
11.60	15.6	-0.2	-65.0	-1.8	-1.0	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-8.6	0.0	0.0	0.0	0.0
11.70	15.6	-0.2	-65.0	-1.8	-1.0	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7	0.0	0.0	0.0	0.0
11.80	15.3	-1.1	-63.5	-1.6	-0.8	51.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7	0.0	0.0	0.0	0.0
11.90	15.3	-1.1	-63.5	-1.6	-0.8	51.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.2	0.0	0.0	0.0	0.0
12.00	14.9	-0.3	-64.9	-2.3	-1.1	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.2	0.0	0.0	0.0	0.0
12.10	14.9	-0.3	-64.9	-2.3	-1.1	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.4	0.0	0.0	0.0	0.0
12.20	15.3	1.3	-66.2	-1.9	-0.7	51.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.4	0.0	0.0	0.0	0.0
12.30	15.3	1.3	-66.2	-1.9	-0.7	51.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-10.2	0.0	0.0	0.0	0.0
12.40	16.0	0.6	-65.0	-1.3	-0.5	51.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-10.2	0.0	0.0	0.0	0.0
12.50	16.0	0.6	-65.0	-1.3	-0.5	51.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-6.0	0.0	0.0	0.0	0.0
12.60	15.8	-1.0	-63.6	-1.6	-0.7	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-6.0	0.0	0.0	0.0	0.0
12.70	15.8	-1.0	-63.6	-1.6	-0.7	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.6	0.0	0.0	0.0	0.0
12.80	15.2	-1.3	-63.7	-2.0	-0.9	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.6	0.0	0.0	0.0	0.0
12.90	15.2	-1.3	-63.7	-2.0	-0.9	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.1	0.0	0.0	0.0	0.0
13.00	15.1	0.7	-65.6	-2.6	-1.2	51.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.1	0.0	0.0	0.0	0.0
13.10	15.1	0.7	-65.6	-2.6	-1.2	51.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-6.5	0.0	0.0	0.0	0.0
13.20	15.9	1.7	-66.5	-1.6	-0.7	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-6.5	0.0	0.0	0.0	0.0
13.30	15.9	1.7	-66.5	-1.6	-0.7	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-12.3	0.0	0.0	0.0	0.0
13.40	16.0	0.3	-65.0	-1.7	-0.7	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-12.3	0.0	0.0	0.0	0.0
